"comic_id","comic_name","comic_writer","comic_artist","comic_publication_date","comic_cover_img","comic_volume_name","comic_trade_id","comic_inventory_id"
1306,"""Action Comics #0""","""Jerry Siegel""","""Joe Shuster""","""June  1938""","https://vignette.wikia.nocookie.net/marvel_dc/images/5/5a/Action_Comics_1.jpg/revision/latest?cb=20140125003421","""Action Comics Vol 1""","0","0"
1307,"""Action Comics #1""","""Jerry Siegel""","""Leo O'Mealia""","""July  1938""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/71/Action_Comics_2.jpg/revision/latest?cb=20140125010731","""Action Comics Vol 1""","0","0"
1308,"""Action Comics #2""","""Jerry Siegel""","""Leo O'Mealia""","""August  1938""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/62/Action_Comics_3.jpg/revision/latest?cb=20140125020034","""Action Comics Vol 1""","0","0"
1309,"""Action Comics #3""","""Jerry Siegel""","""Leo O'Mealia""","""September  1938""","https://vignette.wikia.nocookie.net/marvel_dc/images/0/0b/Action_Comics_4.jpg/revision/latest?cb=20140125030445","""Action Comics Vol 1""","0","0"
1310,"""Action Comics #4""","""Jerry Siegel""","""Leo O'Mealia""","""October  1938""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/85/Action_Comics_5.jpg/revision/latest?cb=20140125172522","""Action Comics Vol 1""","0","0"
1311,"""Action Comics #5""","""Jerry Siegel""","""Leo O'Mealia""","""November  1938""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/84/Action_Comics_6.jpg/revision/latest?cb=20140125183018","""Action Comics Vol 1""","0","0"
1312,"""Action Comics #6""","""Jerry Siegel""","""Joe Shuster""","""December  1938""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/e5/Action_Comics_7.jpg/revision/latest?cb=20140125192331","""Action Comics Vol 1""","0","0"
1313,"""Action Comics #7""","""Jerry Siegel""","""Fred Guardineer""","""January  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/65/Action_Comics_8.jpg/revision/latest?cb=20140207010010","""Action Comics Vol 1""","0","0"
1314,"""Action Comics #8""","""Jerry Siegel""","""Fred Guardineer""","""February  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/ff/Action_Comics_Vol_1_9.jpg/revision/latest?cb=20140104192117","""Action Comics Vol 1""","0","0"
1315,"""Action Comics #9""","""Jerry Siegel""","""Joe Shuster""","""March  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/4/41/Action_Comics_10.jpg/revision/latest?cb=20140222193647","""Action Comics Vol 1""","0","0"
1316,"""Action Comics #10""","""Jerry Siegel""","""Fred Guardineer""","""April  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/af/Action_Comics_11.jpg/revision/latest?cb=20140222194956","""Action Comics Vol 1""","0","0"
1317,"""Action Comics #11""","""Jerry Siegel""","""Fred Guardineer""","""May  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f8/Action_Comics_12.jpg/revision/latest?cb=20140223212524","""Action Comics Vol 1""","0","0"
1318,"""Action Comics #12""","""Jerry Siegel""","""Joe Shuster""","""June  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/7f/Action_Comics_13.jpg/revision/latest?cb=20140223215849","""Action Comics Vol 1""","0","0"
1319,"""Action Comics #13""","""Jerry Siegel""","""Fred Guardineer""","""July  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/21/Action_Comics_14.jpg/revision/latest?cb=20140421005422","""Action Comics Vol 1""","0","0"
1320,"""Action Comics #14""","""Jerry Siegel""","""Joe Shuster""","""August  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/d/d3/Action_Comics_15.jpg/revision/latest?cb=20140421003746","""Action Comics Vol 1""","0","0"
1321,"""Action Comics #15""","""Jerry Siegel""","""Fred Guardineer""","""September  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/9/9d/Action_Comics_16.jpg/revision/latest?cb=20140607170656","""Action Comics Vol 1""","0","0"
1322,"""Action Comics #16""","""Jerry Siegel""","""Joe Shuster""","""October  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/38/Action_Comics_017.jpg/revision/latest?cb=20140607175308","""Action Comics Vol 1""","0","0"
1323,"""Action Comics #17""","""Jerry Siegel""","""Fred Guardineer""","""November  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/2a/Action_Comics_018.jpg/revision/latest?cb=20080405004817","""Action Comics Vol 1""","0","0"
1324,"""Action Comics #18""","""Jerry Siegel""","""Joe Shuster""","""December  1939""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/b8/Action_Comics_019.jpg/revision/latest?cb=20140405212950","""Action Comics Vol 1""","0","0"
1325,"""Action Comics #19""","""Jerry Siegel""","""Joe Shuster""","""January  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/a6/Action_Comics_020.jpg/revision/latest?cb=20080405004818","""Action Comics Vol 1""","0","0"
1326,"""Action Comics #20""","""Jerry Siegel""","""Joe Shuster""","""February  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/d/d1/Action_Comics_021.jpg/revision/latest?cb=20120115221626","""Action Comics Vol 1""","0","0"
1327,"""Action Comics #21""","""Jerry Siegel""","""Joe Shuster""","""March  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/b9/Action_Comics_022.jpg/revision/latest?cb=20120115221838","""Action Comics Vol 1""","0","0"
1328,"""Action Comics #22""","""Jerry Siegel""","""Joe Shuster""","""April  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/29/Action_Comics_023.jpg/revision/latest?cb=20120115221957","""Action Comics Vol 1""","0","0"
1329,"""Action Comics #23""","""Jerry Siegel""","""Joe Shuster""","""May  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f5/Action_Comics_024.jpg/revision/latest?cb=20120115222134","""Action Comics Vol 1""","0","0"
1330,"""Action Comics #24""","""Jerry Siegel""","""Wayne Boring""","""June  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/82/Action_Comics_025.jpg/revision/latest?cb=20120115222304","""Action Comics Vol 1""","0","0"
1331,"""Action Comics #25""","""Jerry Siegel""","""Wayne Boring""","""July  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/5/5e/Action_Comics_026.jpg/revision/latest?cb=20080412023251","""Action Comics Vol 1""","0","0"
1332,"""Action Comics #26""","""Jerry Siegel""","""Paul Cassidy""","""August  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/2e/Action_Comics_027.jpg/revision/latest?cb=20080412023252","""Action Comics Vol 1""","0","0"
1333,"""Action Comics #27""","""Jerry Siegel""","""Paul Cassidy""","""September  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/38/Action_Comics_028.jpg/revision/latest?cb=20080412023253","""Action Comics Vol 1""","0","0"
1334,"""Action Comics #28""","""Jerry Siegel""","""Wayne Boring""","""October  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c8/Action_Comics_029.jpg/revision/latest?cb=20080412023253","""Action Comics Vol 1""","0","0"
1335,"""Action Comics #29""","""Jerry Siegel""","""Wayne Boring""","""November  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/9/96/Action_Comics_030.jpg/revision/latest?cb=20080412023253","""Action Comics Vol 1""","0","0"
1336,"""Action Comics #30""","""Jerry Siegel""","""Wayne Boring""","""December  1940""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/30/Action_Comics_031.jpg/revision/latest?cb=20080412024741","""Action Comics Vol 1""","0","0"
1337,"""Action Comics #31""","""Jerry Siegel""","""Joe Shuster""","""January  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/0/09/Action_Comics_032.jpg/revision/latest?cb=20080412024742","""Action Comics Vol 1""","0","0"
1338,"""Action Comics #32""","""Jerry Siegel""","""Wayne Boring""","""February  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/bd/Action_Comics_033.jpg/revision/latest?cb=20080412024743","""Action Comics Vol 1""","0","0"
1506,"""Batman (Volume 3) #49""","""Tom King""","""Mikel Janín""","""August  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c6/Batman_Vol_3_49.jpg/revision/latest?cb=20180620093344","""Batman Vol 3""","0","0"
1339,"""Action Comics #33""","""Jerry Siegel""","""Fred Ray""","""March  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/a5/Action_Comics_034.jpg/revision/latest?cb=20080412024744","""Action Comics Vol 1""","0","0"
1340,"""Action Comics #34""","""Jerry Siegel""","""Joe Shuster""","""April  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/89/Action_Comics_035.jpg/revision/latest?cb=20080412024745","""Action Comics Vol 1""","0","0"
1341,"""Action Comics #35""","""Jerry Siegel""","""Fred Ray""","""May  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f2/Action_Comics_036.jpg/revision/latest?cb=20080412025627","""Action Comics Vol 1""","0","0"
1342,"""Action Comics #36""","""Jerry Siegel""","""Fred Ray""","""June  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/80/Action_Comics_037.jpg/revision/latest?cb=20080412025628","""Action Comics Vol 1""","0","0"
1343,"""Action Comics #37""","""Jerry Siegel""","""Fred Ray""","""July  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/bd/Action_Comics_038.jpg/revision/latest?cb=20080619194448","""Action Comics Vol 1""","0","0"
1344,"""Action Comics #38""","""Jerry Siegel""","""Fred Ray""","""August  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/30/Action_Comics_039.jpg/revision/latest?cb=20080412025629","""Action Comics Vol 1""","0","0"
1345,"""Action Comics #39""","""Jerry Siegel""","""Fred Ray""","""September  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/eb/Action_Comics_040.jpg/revision/latest?cb=20080412025629","""Action Comics Vol 1""","0","0"
1346,"""Action Comics #40""","""Jerry Siegel""","""Fred Ray""","""October  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/d/da/Action_Comics_041.jpg/revision/latest?cb=20080412030621","""Action Comics Vol 1""","0","0"
1347,"""Action Comics #41""","""Jerry Siegel""","""Fred Ray""","""November  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/9/9a/Action_Comics_042.jpg/revision/latest?cb=20080412030621","""Action Comics Vol 1""","0","0"
1348,"""Action Comics #42""","""Jerry Siegel""","""Fred Ray""","""December  1941""","https://vignette.wikia.nocookie.net/marvel_dc/images/0/02/Action_Comics_043.jpg/revision/latest?cb=20080412030622","""Action Comics Vol 1""","0","0"
1349,"""Action Comics #43""","""Jerry Siegel""","""Fred Ray""","""January  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/9/91/Action_Comics_044.jpg/revision/latest?cb=20080412030622","""Action Comics Vol 1""","0","0"
1350,"""Action Comics #44""","""Jerry Siegel""","""Fred Ray""","""February  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/1/1c/Action_Comics_045.jpg/revision/latest?cb=20080412030623","""Action Comics Vol 1""","0","0"
1351,"""Action Comics #45""","""Jerry Siegel""","""Fred Ray""","""March  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/77/Action_Comics_046.jpg/revision/latest?cb=20080412031625","""Action Comics Vol 1""","0","0"
1352,"""Action Comics #46""","""Jerry Siegel""","""Fred Ray""","""April  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/5/53/Action_Comics_047.jpg/revision/latest?cb=20080412031626","""Action Comics Vol 1""","0","0"
1353,"""Action Comics #47""","""Jerry Siegel""","""Fred Ray""","""May  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/2f/Action_Comics_048.jpg/revision/latest?cb=20080412031627","""Action Comics Vol 1""","0","0"
1354,"""Action Comics #48""","""Jerry Siegel""","""Fred Ray""","""June  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/d/d7/Action_Comics_049.jpg/revision/latest?cb=20080412031628","""Action Comics Vol 1""","0","0"
1355,"""Action Comics #49""","""Jerry Siegel""","""Fred Ray""","""July  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/a1/Action_Comics_050.jpg/revision/latest?cb=20160117144501","""Action Comics Vol 1""","0","0"
1356,"""Action Comics #50""","""Jerry Siegel""","""Fred Ray""","""August  1942""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/e3/Action_Comics_51.jpg/revision/latest?cb=20081230150650","""Action Comics Vol 1""","0","0"
1357,"""Adventures of the Super Sons #1""","""Peter Tomasi""","""Dan Mora""","""October  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/6d/Adventures_of_the_Super_Sons_Vol_1_1.jpg/revision/latest?cb=20180801215801","""Adventures of the Super Sons Vol 1""","0","0"
1358,"""Adventures of the Super Sons #2""","""Peter Tomasi""","""Dan Mora""","""November  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/9/95/Adventures_of_the_Super_Sons_Vol_1_2.jpg/revision/latest?cb=20180905230317","""Adventures of the Super Sons Vol 1""","0","0"
1359,"""Adventures of the Super Sons #3""","""Peter Tomasi""","""Dan Mora""","""December  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/7c/Adventures_of_the_Super_Sons_Vol_1_3.jpg/revision/latest?cb=20181006192623","""Adventures of the Super Sons Vol 1""","0","0"
1360,"""Aquaman (Volume 8) #1""","""Dan Abnett""","""Brad Walker""","""August  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/fd/Aquaman_Vol_8_1.jpg/revision/latest?cb=20160622153409","""Aquaman Vol 8""","0","0"
1361,"""Aquaman (Volume 8) #2""","""Dan Abnett""","""Brad Walker""","""September  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/4/44/Aquaman_Vol_8_2.jpg/revision/latest?cb=20160707181314","""Aquaman Vol 8""","0","0"
1362,"""Aquaman (Volume 8) #3""","""Dan Abnett""","""Brad Walker""","""September  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/ca/Aquaman_Vol_8_3.jpg/revision/latest?cb=20160721053219","""Aquaman Vol 8""","0","0"
1363,"""Aquaman (Volume 8) #4""","""Dan Abnett""","""Brad Walker""","""October  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/32/Aquaman_Vol_8_4.jpg/revision/latest?cb=20160803133052","""Aquaman Vol 8""","0","0"
1364,"""Aquaman (Volume 8) #5""","""Dan Abnett""","""Brad Walker""","""October  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/a9/Aquaman_Vol_8_5.jpg/revision/latest?cb=20160803133341","""Aquaman Vol 8""","0","0"
1365,"""Aquaman (Volume 8) #6""","""Dan Abnett""","""Brad Walker""","""November  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/7f/Aquaman_Vol_8_6.jpg/revision/latest?cb=20160907114355","""Aquaman Vol 8""","0","0"
1366,"""Aquaman (Volume 8) #7""","""Dan Abnett""","""Brad Walker""","""November  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/b3/Aquaman_Vol_8_7.jpg/revision/latest?cb=20160921003113","""Aquaman Vol 8""","0","0"
1367,"""Aquaman (Volume 8) #8""","""Dan Abnett""","""Brad Walker""","""December  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/81/Aquaman_Vol_8_8.jpg/revision/latest?cb=20161003220609","""Aquaman Vol 8""","0","0"
1368,"""Aquaman (Volume 8) #9""","""Dan Abnett""","""Brad Walker""","""December  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/ac/Aquaman_Vol_8_9.jpg/revision/latest?cb=20161017021851","""Aquaman Vol 8""","0","0"
1369,"""Aquaman (Volume 8) #10""","""Dan Abnett""","""Brad Walker""","""January  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c3/Aquaman_Vol_8_10.jpg/revision/latest?cb=20161102090705","""Aquaman Vol 8""","0","0"
1370,"""Aquaman (Volume 8) #11""","""Dan Abnett""","""Brad Walker""","""January  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f5/Aquaman_Vol_8_11.jpg/revision/latest?cb=20161116034639","""Aquaman Vol 8""","0","0"
1371,"""Aquaman (Volume 8) #12""","""Dan Abnett""","""Brad Walker""","""February  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/fe/Aquaman_Vol_8_12.jpg/revision/latest?cb=20161206103412","""Aquaman Vol 8""","0","0"
1921,"""Injustice 2 #14""","null","null","null","null","""Injustice 2 Vol 1 (Digital)""","0","0"
1372,"""Aquaman (Volume 8) #13""","""Dan Abnett""","""Brad Walker""","""February  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/b0/Aquaman_Vol_8_13.jpg/revision/latest?cb=20161218195306","""Aquaman Vol 8""","0","0"
1373,"""Aquaman (Volume 8) #14""","""Dan Abnett""","""Brad Walker""","""March  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f9/Aquaman_Vol_8_14.jpg/revision/latest?cb=20170105000314","""Aquaman Vol 8""","0","0"
1374,"""Aquaman (Volume 8) #15""","""Dan Abnett""","""Brad Walker""","""March  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/7d/Aquaman_Vol_8_15.jpg/revision/latest?cb=20170116104950","""Aquaman Vol 8""","0","0"
1375,"""Aquaman (Volume 8) #16""","""Dan Abnett""","""Brad Walker""","""April  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/8e/Aquaman_Vol_8_16.jpg/revision/latest?cb=20170131233347","""Aquaman Vol 8""","0","0"
1376,"""Aquaman (Volume 8) #17""","""Dan Abnett""","""Brad Walker""","""April  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/61/Aquaman_Vol_8_17.jpg/revision/latest?cb=20170214104001","""Aquaman Vol 8""","0","0"
1377,"""Aquaman (Volume 8) #18""","""Dan Abnett""","""Brad Walker""","""May  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/71/Aquaman_Vol_8_18.jpg/revision/latest?cb=20170228041223","""Aquaman Vol 8""","0","0"
1378,"""Aquaman (Volume 8) #19""","""Dan Abnett""","""Brad Walker""","""May  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/5/50/Aquaman_Vol_8_19.jpg/revision/latest?cb=20170314114751","""Aquaman Vol 8""","0","0"
1379,"""Aquaman (Volume 8) #20""","""Dan Abnett""","""Brad Walker""","""June  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c7/Aquaman_Vol_8_20.jpg/revision/latest?cb=20170402180002","""Aquaman Vol 8""","0","0"
1380,"""Aquaman (Volume 8) #21""","""Dan Abnett""","""Brad Walker""","""June  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/7/70/Aquaman_Vol_8_21.jpg/revision/latest?cb=20170416060738","""Aquaman Vol 8""","0","0"
1381,"""Aquaman (Volume 8) #22""","""Dan Abnett""","""Brad Walker""","""July  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/3c/Aquaman_Vol_8_22.jpg/revision/latest?cb=20170501103230","""Aquaman Vol 8""","0","0"
1382,"""Aquaman (Volume 8) #23""","""Dan Abnett""","""Brad Walker""","""July  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/a2/Aquaman_Vol_8_23.jpg/revision/latest?cb=20170516093917","""Aquaman Vol 8""","0","0"
1383,"""Aquaman (Volume 8) #24""","""Dan Abnett""","""Brad Walker""","""August  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/65/Aquaman_Vol_8_24.jpg/revision/latest?cb=20170606163135","""Aquaman Vol 8""","0","0"
1384,"""Aquaman (Volume 8) #25""","""Dan Abnett""","""Stjepan Šejić""","""August  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f3/Aquaman_Vol_8_25.jpg/revision/latest?cb=20170621060537","""Aquaman Vol 8""","0","0"
1385,"""Aquaman (Volume 8) #26""","""Dan Abnett""","""Stjepan Šejić""","""September  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c8/Aquaman_Vol_8_26.jpg/revision/latest?cb=20170719094019","""Aquaman Vol 8""","0","0"
1386,"""Aquaman (Volume 8) #27""","""Dan Abnett""","""Stjepan Šejić""","""October  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f7/Aquaman_Vol_8_27.jpg/revision/latest?cb=20170816060409","""Aquaman Vol 8""","0","0"
1387,"""Aquaman (Volume 8) #28""","""Dan Abnett""","""Stjepan Šejić""","""November  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/a/ad/Aquaman_Vol_8_28.jpg/revision/latest?cb=20170920093358","""Aquaman Vol 8""","0","0"
1388,"""Aquaman (Volume 8) #29""","""Dan Abnett""","""Stjepan Šejić""","""December  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/82/Aquaman_Vol_8_29.jpg/revision/latest?cb=20171018082656","""Aquaman Vol 8""","0","0"
1389,"""Aquaman (Volume 8) #30""","""Dan Abnett""","""Stjepan Šejić""","""January  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/2a/Aquaman_Vol_8_30.jpg/revision/latest?cb=20171115094603","""Aquaman Vol 8""","0","0"
1390,"""Aquaman (Volume 8) #31""","""Dan Abnett""","""Stjepan Šejić""","""February  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/35/Aquaman_Vol_8_31.jpg/revision/latest?cb=20171220094439","""Aquaman Vol 8""","0","0"
1391,"""Aquaman (Volume 8) #32""","""Dan Abnett""","""Stjepan Šejić""","""March  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/bb/Aquaman_Vol_8_32.jpg/revision/latest?cb=20180117100324","""Aquaman Vol 8""","0","0"
1392,"""Aquaman (Volume 8) #33""","""Dan Abnett""","""Stjepan Šejić""","""April  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/ed/Aquaman_Vol_8_33.jpg/revision/latest?cb=20180221081404","""Aquaman Vol 8""","0","0"
1393,"""Aquaman (Volume 8) #34""","""Dan Abnett""","""Andy Kubert""","""May  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/c/c3/Aquaman_Vol_8_34.jpg/revision/latest?cb=20180321100502","""Aquaman Vol 8""","0","0"
1394,"""Aquaman (Volume 8) #35""","""Dan Abnett""","""Howard Porter""","""June  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f1/Aquaman_Vol_8_35.jpg/revision/latest?cb=20180418115528","""Aquaman Vol 8""","0","0"
1395,"""Aquaman (Volume 8) #36""","""Dan Abnett""","""Howard Porter""","""July  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/e2/Aquaman_Vol_8_36.jpg/revision/latest?cb=20180516114003","""Aquaman Vol 8""","0","0"
1396,"""Aquaman (Volume 8) #37""","""Dan Abnett""","""Stjepan Šejić""","""August  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/64/Aquaman_Vol_8_37.jpg/revision/latest?cb=20180620092802","""Aquaman Vol 8""","0","0"
1397,"""Aquaman (Volume 8) #38""","""Dan Abnett""","""Stjepan Šejić""","""September  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/0/05/Aquaman_Vol_8_38.jpg/revision/latest?cb=20180726074511","""Aquaman Vol 8""","0","0"
1398,"""Aquaman (Volume 8) #39""","""Dan Abnett""","""Rafa Sandoval""","""October  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/ea/Aquaman_Vol_8_39.jpg/revision/latest?cb=20180820173026","""Aquaman Vol 8""","0","0"
1399,"""Aquaman (Volume 8) #40""","""Rob Williams""","""Rafa Sandoval""","""November  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/1/1f/Aquaman_Vol_8_40.jpg/revision/latest?cb=20180919125421","""Aquaman Vol 8""","0","0"
1400,"""Aquaman (Volume 8) #41""","""Dan Abnett""","""Riccardo Federici""","""December  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/e4/Aquaman_Vol_8_41.jpg/revision/latest?cb=20181017184201","""Aquaman Vol 8""","0","0"
1401,"""Archie Meets Batman '66 #1""","""Jeff Parker""","""Michael Allred""","""July  2018""","https://vignette.wikia.nocookie.net/marvel_dc/images/4/4f/Archie_Meets_Batman_%2766_Vol_1_1.jpg/revision/latest?cb=20180724120009","""Archie Meets Batman '66 Vol 1""","0","0"
1402,"""Archie Meets Batman '66 #2""","""Jeff Parker""","""Michael Allred""","null","https://vignette.wikia.nocookie.net/marvel_dc/images/6/65/Archie_Meets_Batman_%2766_Vol_1_2.jpg/revision/latest?cb=20180826191151","""Archie Meets Batman '66 Vol 1""","0","0"
1403,"""Archie Meets Batman '66 #3""","""Jeff Parker""","""Michael Allred""","null","https://vignette.wikia.nocookie.net/marvel_dc/images/5/56/Archie_Meets_Batman_%2766_Vol_1_3.jpg/revision/latest?cb=20180927075150","""Archie Meets Batman '66 Vol 1""","0","0"
1404,"""Archie Meets Batman '66 #4""","""Jeff Parker""","""Michael Allred""","null","https://vignette.wikia.nocookie.net/marvel_dc/images/2/2e/Archie_Meets_Batman_%2766_Vol_1_4.jpg/revision/latest?cb=20181101114622","""Archie Meets Batman '66 Vol 1""","0","0"
1922,"""Injustice 2 #15""","null","null","null","null","""Injustice 2 Vol 1 (Digital)""","0","0"
1405,"""Batgirl (Volume 5) #1""","""Hope Larson""","""Rafael Albuquerque""","""September  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/b/b9/Batgirl_Vol_5_1.jpg/revision/latest?cb=20160728043626","""Batgirl Vol 5""","0","0"
1406,"""Batgirl (Volume 5) #2""","""Hope Larson""","""Rafael Albuquerque""","""October  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/20/Batgirl_Vol_5_2.jpg/revision/latest?cb=20160829044945","""Batgirl Vol 5""","0","0"
1407,"""Batgirl (Volume 5) #3""","""Hope Larson""","""Rafael Albuquerque""","""November  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/8/8b/Batgirl_Vol_5_3.jpg/revision/latest?cb=20160925211538","""Batgirl Vol 5""","0","0"
1408,"""Batgirl (Volume 5) #4""","""Hope Larson""","""Rafael Albuquerque""","""December  2016""","https://vignette.wikia.nocookie.net/marvel_dc/images/2/21/Batgirl_Vol_5_4.jpg/revision/latest?cb=20161024155622","""Batgirl Vol 5""","0","0"
1409,"""Batgirl (Volume 5) #5""","""Hope Larson""","""Rafael Albuquerque""","""January  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/e/e3/Batgirl_Vol_5_5.jpg/revision/latest?cb=20161123032433","""Batgirl Vol 5""","0","0"
1410,"""Batgirl (Volume 5) #6""","""Hope Larson""","""Rafael Albuquerque""","""February  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/f/f1/Batgirl_Vol_5_6.jpg/revision/latest?cb=20161228041233","""Batgirl Vol 5""","0","0"
1411,"""Batgirl (Volume 5) #7""","""Hope Larson""","""Chris Wildgoose""","""March  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/5/5a/Batgirl_Vol_5_7.jpg/revision/latest?cb=20170125033134","""Batgirl Vol 5""","0","0"
1412,"""Batgirl (Volume 5) #8""","""Hope Larson""","""Chris Wildgoose""","""April  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/d/d5/Batgirl_Vol_5_8.jpg/revision/latest?cb=20170222041905","""Batgirl Vol 5""","0","0"
1413,"""Batgirl (Volume 5) #9""","""Hope Larson""","""Chris Wildgoose""","""May  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/3/39/Batgirl_Vol_5_9.jpg/revision/latest?cb=20170321024259","""Batgirl Vol 5""","0","0"
1414,"""Batgirl (Volume 5) #10""","""Hope Larson""","""Chris Wildgoose""","""June  2017""","https://vignette.wikia.nocookie.net/marvel_dc/images/6/65/Batgirl_Vol_5_10.jpg/revision/latest?cb=20170424092356","""Batgirl Vol 5""","0","0"
